Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,FIPS,percent_test_results_reported_positive_last_7_days,community_transmission_level,Distributed,Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Additional_Doses,Additional_Doses_Vax_Pct
Jefferson,2022-02-05,17.0,28.9,8565.0,43425.0,39.1,66.5,19723.7,42065.0,20.77,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Juniata,2022-02-05,5.0,15.6,4608.0,24763.0,20.2,62.9,18608.4,42067.0,19.28,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Lackawanna,2022-02-05,61.0,134.9,41399.0,209674.0,29.1,64.3,19744.5,42069.0,18.13,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Lancaster,2022-02-05,118.0,241.9,117947.0,545724.0,21.6,44.3,21612.9,42071.0,22.29,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Lawrence,2022-02-05,13.0,37.4,18416.0,85512.0,15.2,43.8,21536.2,42073.0,20.62,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Lebanon,2022-02-05,39.0,63.6,35760.0,141793.0,27.5,44.8,25219.9,42075.0,23.64,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Lehigh,2022-02-05,76.0,120.7,87669.0,369318.0,20.6,32.7,23738.1,42077.0,20.02,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Luzerne,2022-02-05,54.0,157.0,71059.0,317417.0,17.0,49.5,22386.6,42079.0,19.49,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Lycoming,2022-02-05,40.0,91.3,27506.0,113299.0,35.3,80.6,24277.4,42081.0,23.33,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
McKean,2022-02-05,18.0,18.9,7803.0,40625.0,44.3,46.4,19207.4,42083.0,24.29,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Mercer,2022-02-05,14.0,39.9,22769.0,109424.0,12.8,36.4,20808.0,42085.0,18.45,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Mifflin,2022-02-05,7.0,50.3,11781.0,46138.0,15.2,109.0,25534.3,42087.0,30.52,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Monroe,2022-02-05,23.0,63.6,36031.0,170271.0,13.5,37.3,21161.0,42089.0,20.91,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Montgomery,2022-02-05,169.0,284.1,146758.0,830915.0,20.3,34.2,17662.2,42091.0,14.29,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Montour,2022-02-05,2.0,10.7,4307.0,18230.0,11.0,58.8,23625.9,42093.0,22.98,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Northampton,2022-02-05,78.0,117.1,77670.0,305285.0,25.5,38.4,25441.8,42095.0,15.93,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Northumberland,2022-02-05,24.0,67.9,22068.0,90843.0,26.4,74.7,24292.5,42097.0,28.23,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Perry,2022-02-05,15.0,26.7,8573.0,46272.0,32.4,57.7,18527.4,42099.0,28.57,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Philadelphia,2022-02-05,326.0,461.4,300852.0,1584064.0,20.6,29.1,18992.4,42101.0,9.94,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Pike,2022-02-05,10.0,21.7,9529.0,55809.0,17.9,38.9,17074.3,42103.0,17.33,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Potter,2022-02-05,4.0,8.4,3017.0,16526.0,24.2,51.0,18256.1,42105.0,27.78,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Schuylkill,2022-02-05,52.0,86.3,33424.0,141359.0,36.8,61.0,23644.8,42107.0,25.17,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Snyder,2022-02-05,6.0,25.9,7845.0,40372.0,14.9,64.0,19431.8,42109.0,22.87,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Somerset,2022-02-05,34.0,58.1,18124.0,73447.0,46.3,79.2,24676.3,42111.0,18.63,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Sullivan,2022-02-05,0.0,3.9,1030.0,6066.0,0.0,63.6,16979.9,42113.0,14.75,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Susquehanna,2022-02-05,9.0,15.1,7399.0,40328.0,22.3,37.5,18347.1,42115.0,20.24,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Tioga,2022-02-05,4.0,19.0,7626.0,40591.0,9.9,46.8,18787.4,42117.0,17.37,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Union,2022-02-05,12.0,29.3,11215.0,44923.0,26.7,65.2,24964.9,42119.0,17.36,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Venango,2022-02-05,12.0,24.3,10938.0,50668.0,23.7,47.9,21587.6,42121.0,17.77,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Warren,2022-02-05,6.0,24.4,7004.0,39191.0,15.3,62.3,17871.5,42123.0,21.01,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Washington,2022-02-05,51.0,134.4,49102.0,206865.0,24.7,65.0,23736.3,42125.0,23.69,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Wayne,2022-02-05,10.0,21.7,9694.0,51361.0,19.5,42.3,18874.2,42127.0,17.34,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Westmoreland,2022-02-05,175.0,220.7,76920.0,348899.0,50.2,63.3,22046.5,42129.0,22.98,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Wyoming,2022-02-05,6.0,13.9,4861.0,26794.0,22.4,51.7,18142.1,42131.0,28.94,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
York,2022-02-05,215.0,264.0,115472.0,449058.0,47.9,58.8,25714.3,42133.0,23.72,high,27995855,21711626,10548637,82.4,8459651,66.1,3395617.0,40.1
Adams,2021-09-22,38.0,46.7,11750.0,103009.0,36.9,45.3,11406.8,42001.0,12.26,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Allegheny,2021-09-22,513.0,432.3,119319.0,1216045.0,42.2,35.5,9812.1,42003.0,6.43,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Armstrong,2021-09-22,61.0,45.4,7381.0,64735.0,94.2,70.2,11401.9,42005.0,17.21,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Beaver,2021-09-22,143.0,101.0,19105.0,163929.0,87.2,61.6,11654.4,42007.0,11.31,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Bedford,2021-09-22,40.0,39.1,5749.0,47888.0,83.5,81.7,12005.1,42009.0,16.55,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Berks,2021-09-22,143.0,127.7,54299.0,421164.0,34.0,30.3,12892.6,42011.0,9.71,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Blair,2021-09-22,66.0,48.3,15204.0,121829.0,54.2,39.6,12479.8,42013.0,8.05,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Bradford,2021-09-22,24.0,23.1,6798.0,60323.0,39.8,38.4,11269.3,42015.0,11.57,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Bucks,2021-09-22,155.0,140.0,68456.0,628270.0,24.7,22.3,10896.0,42017.0,6.64,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Butler,2021-09-22,137.0,118.4,21758.0,187853.0,72.9,63.0,11582.5,42019.0,11.4,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Cambria,2021-09-22,65.0,70.3,16997.0,130192.0,49.9,54.0,13055.3,42021.0,9.8,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Cameron,2021-09-22,1.0,3.9,395.0,4447.0,22.5,86.7,8882.4,42023.0,23.17,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Carbon,2021-09-22,58.0,38.3,7639.0,64182.0,90.4,59.7,11902.1,42025.0,11.9,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Centre,2021-09-22,58.0,56.0,19303.0,162385.0,35.7,34.5,11887.2,42027.0,8.49,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Chester,2021-09-22,130.0,125.7,46972.0,524989.0,24.8,23.9,8947.2,42029.0,6.25,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Clarion,2021-09-22,30.0,28.9,3870.0,38438.0,78.0,75.1,10068.2,42031.0,12.18,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Clearfield,2021-09-22,39.0,32.4,10015.0,79255.0,49.2,40.9,12636.4,42033.0,5.94,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Clinton,2021-09-22,33.0,20.9,4255.0,38632.0,85.4,54.0,11014.2,42035.0,8.67,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Columbia,2021-09-22,32.0,32.3,6906.0,64964.0,49.3,49.7,10630.5,42037.0,12.48,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Crawford,2021-09-22,62.0,54.9,9306.0,84629.0,73.3,64.8,10996.2,42039.0,22.19,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Cumberland,2021-09-22,102.0,107.4,24774.0,253370.0,40.3,42.4,9777.8,42041.0,9.84,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Dauphin,2021-09-22,118.0,119.7,31042.0,278299.0,42.4,43.0,11154.2,42043.0,13.04,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Delaware,2021-09-22,111.0,107.6,58875.0,566747.0,19.6,19.0,10388.2,42045.0,5.29,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Elk,2021-09-22,23.0,16.6,3494.0,29910.0,76.9,55.4,11681.7,42047.0,14.66,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Erie,2021-09-22,135.0,116.7,24913.0,269728.0,50.1,43.3,9236.3,42049.0,10.57,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Fayette,2021-09-22,84.0,61.3,15425.0,129274.0,65.0,47.4,11932.0,42051.0,7.71,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Forest,2021-09-22,3.0,1.9,1503.0,7247.0,41.4,25.6,20739.6,42053.0,4.92,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Franklin,2021-09-22,140.0,107.1,19237.0,155027.0,90.3,69.1,12408.8,42055.0,15.83,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Fulton,2021-09-22,12.0,14.4,1844.0,14530.0,82.6,99.3,12691.0,42057.0,12.5,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Greene,2021-09-22,40.0,24.0,4131.0,36233.0,110.4,66.2,11401.2,42059.0,6.43,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Huntingdon,2021-09-22,18.0,21.3,6065.0,45144.0,39.9,47.2,13434.8,42061.0,10.39,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Indiana,2021-09-22,45.0,42.4,7796.0,84073.0,53.5,50.5,9272.9,42063.0,9.98,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Jefferson,2021-09-22,31.0,23.1,4021.0,43425.0,71.4,53.3,9259.6,42065.0,10.54,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Juniata,2021-09-22,20.0,12.6,2567.0,24763.0,80.8,50.8,10366.3,42067.0,10.2,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Lackawanna,2021-09-22,45.0,63.1,20902.0,209674.0,21.5,30.1,9968.8,42069.0,7.31,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Lancaster,2021-09-22,274.0,229.4,64648.0,545724.0,50.2,42.0,11846.3,42071.0,10.93,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Lawrence,2021-09-22,65.0,47.0,9499.0,85512.0,76.0,55.0,11108.4,42073.0,12.03,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Lebanon,2021-09-22,68.0,61.4,18830.0,141793.0,48.0,43.3,13279.9,42075.0,14.41,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Lehigh,2021-09-22,147.0,125.0,45701.0,369318.0,39.8,33.8,12374.4,42077.0,8.95,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Luzerne,2021-09-22,160.0,113.4,36558.0,317417.0,50.4,35.7,11517.3,42079.0,10.24,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Lycoming,2021-09-22,84.0,73.1,14133.0,113299.0,74.1,64.6,12474.1,42081.0,13.24,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
McKean,2021-09-22,29.0,18.0,4297.0,40625.0,71.4,44.3,10577.2,42083.0,15.39,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Mercer,2021-09-22,73.0,65.3,11785.0,109424.0,66.7,59.7,10770.0,42085.0,13.13,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Mifflin,2021-09-22,33.0,25.7,6168.0,46138.0,71.5,55.7,13368.6,42087.0,11.74,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Monroe,2021-09-22,102.0,74.4,17847.0,170271.0,59.9,43.7,10481.5,42089.0,12.57,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Montgomery,2021-09-22,188.0,176.6,79997.0,830915.0,22.6,21.3,9627.6,42091.0,5.57,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Montour,2021-09-22,4.0,5.7,2261.0,18230.0,21.9,31.3,12402.6,42093.0,10.17,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Northampton,2021-09-22,151.0,113.1,41718.0,305285.0,49.5,37.1,13665.3,42095.0,9.56,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Northumberland,2021-09-22,46.0,45.1,11315.0,90843.0,50.6,49.7,12455.6,42097.0,12.8,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Perry,2021-09-22,36.0,27.0,4657.0,46272.0,77.8,58.4,10064.4,42099.0,17.3,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Philadelphia,2021-09-22,450.0,321.3,174999.0,1584064.0,28.4,20.3,11047.5,42101.0,4.86,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Pike,2021-09-22,26.0,18.1,4772.0,55809.0,46.6,32.5,8550.6,42103.0,9.42,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Potter,2021-09-22,20.0,10.9,1477.0,16526.0,121.0,65.7,8937.4,42105.0,21.43,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Schuylkill,2021-09-22,81.0,68.4,17099.0,141359.0,57.3,48.4,12096.2,42107.0,12.13,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Snyder,2021-09-22,23.0,22.0,4254.0,40372.0,57.0,54.5,10537.0,42109.0,11.33,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Somerset,2021-09-22,55.0,47.3,9440.0,73447.0,74.9,64.4,12852.8,42111.0,9.16,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Sullivan,2021-09-22,1.0,2.7,535.0,6066.0,16.5,44.7,8819.7,42113.0,9.4,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Susquehanna,2021-09-22,15.0,10.1,3136.0,40328.0,37.2,25.2,7776.2,42115.0,11.44,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Tioga,2021-09-22,12.0,25.7,3853.0,40591.0,29.6,63.3,9492.3,42117.0,10.71,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Union,2021-09-22,12.0,14.3,6733.0,44923.0,26.7,31.8,14987.9,42119.0,9.58,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Venango,2021-09-22,33.0,30.4,5080.0,50668.0,65.1,60.1,10026.1,42121.0,17.67,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Warren,2021-09-22,18.0,20.1,3228.0,39191.0,45.9,51.4,8236.6,42123.0,22.77,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Washington,2021-09-22,171.0,129.9,22113.0,206865.0,82.7,62.8,10689.6,42125.0,9.71,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Wayne,2021-09-22,27.0,21.1,5010.0,51361.0,52.6,41.2,9754.5,42127.0,10.2,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Westmoreland,2021-09-22,191.0,161.4,40348.0,348899.0,54.7,46.3,11564.4,42129.0,8.96,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Wyoming,2021-09-22,9.0,11.3,2424.0,26794.0,33.6,42.1,9046.8,42131.0,16.72,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
York,2021-09-22,248.0,202.7,55376.0,449058.0,55.2,45.1,12331.6,42133.0,11.95,high,18950365,15958141,9155640,71.5,7313723,57.1,0.0,0.0
Adams,2021-09-14,74.0,58.4,11361.0,103009.0,71.8,56.7,11029.1,42001.0,10.43,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Allegheny,2021-09-14,323.0,349.1,115674.0,1216045.0,26.6,28.7,9512.3,42003.0,5.69,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Armstrong,2021-09-14,37.0,48.1,7010.0,64735.0,57.2,74.4,10828.8,42005.0,18.97,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Beaver,2021-09-14,73.0,93.4,18221.0,163929.0,44.5,57.0,11115.2,42007.0,12.42,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Bedford,2021-09-14,21.0,31.9,5407.0,47888.0,43.9,66.5,11290.9,42009.0,18.52,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Berks,2021-09-14,101.0,122.1,53243.0,421164.0,24.0,29.0,12641.9,42011.0,9.02,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Blair,2021-09-14,23.0,44.6,14782.0,121829.0,18.9,36.6,12133.4,42013.0,7.46,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Bradford,2021-09-14,16.0,19.9,6612.0,60323.0,26.5,32.9,10961.0,42015.0,8.74,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Bucks,2021-09-14,140.0,138.6,67287.0,628270.0,22.3,22.1,10709.9,42017.0,7.24,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Butler,2021-09-14,77.0,111.0,20763.0,187853.0,41.0,59.1,11052.8,42019.0,14.86,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Cambria,2021-09-14,47.0,58.6,16399.0,130192.0,36.1,45.0,12596.0,42021.0,7.4,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Cameron,2021-09-14,2.0,2.7,364.0,4447.0,45.0,61.0,8185.3,42023.0,14.06,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Carbon,2021-09-14,25.0,36.6,7320.0,64182.0,39.0,57.0,11405.1,42025.0,12.96,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Centre,2021-09-14,55.0,65.9,18850.0,162385.0,33.9,40.6,11608.2,42027.0,9.76,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Chester,2021-09-14,147.0,134.9,45933.0,524989.0,28.0,25.7,8749.3,42029.0,6.45,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Clarion,2021-09-14,34.0,18.0,3639.0,38438.0,88.5,46.8,9467.2,42031.0,10.55,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Clearfield,2021-09-14,41.0,34.6,9742.0,79255.0,51.7,43.6,12292.0,42033.0,6.23,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Clinton,2021-09-14,9.0,10.3,4083.0,38632.0,23.3,26.6,10569.0,42035.0,7.46,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Columbia,2021-09-14,23.0,21.9,6652.0,64964.0,35.4,33.6,10239.5,42037.0,10.1,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Crawford,2021-09-14,67.0,57.1,8839.0,84629.0,79.2,67.5,10444.4,42039.0,22.72,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Cumberland,2021-09-14,106.0,93.6,23912.0,253370.0,41.8,36.9,9437.6,42041.0,10.43,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Dauphin,2021-09-14,76.0,102.0,30120.0,278299.0,27.3,36.7,10822.9,42043.0,12.92,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Delaware,2021-09-14,101.0,116.4,57963.0,566747.0,17.8,20.5,10227.3,42045.0,6.68,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Elk,2021-09-14,12.0,19.4,3317.0,29910.0,40.1,65.0,11089.9,42047.0,9.04,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Erie,2021-09-14,101.0,85.0,23964.0,269728.0,37.4,31.5,8884.5,42049.0,10.38,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Fayette,2021-09-14,26.0,43.4,14896.0,129274.0,20.1,33.6,11522.8,42051.0,7.52,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Forest,2021-09-14,2.0,1.9,1486.0,7247.0,27.6,25.6,20505.0,42053.0,6.22,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Franklin,2021-09-14,64.0,102.6,18345.0,155027.0,41.3,66.2,11833.4,42055.0,15.69,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Fulton,2021-09-14,17.0,16.3,1732.0,14530.0,117.0,112.1,11920.2,42057.0,10.1,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Greene,2021-09-14,13.0,22.3,3925.0,36233.0,35.9,61.5,10832.7,42059.0,7.53,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Huntingdon,2021-09-14,26.0,20.7,5874.0,45144.0,57.6,45.9,13011.7,42061.0,10.18,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Indiana,2021-09-14,36.0,42.7,7448.0,84073.0,42.8,50.8,8859.0,42063.0,10.37,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Jefferson,2021-09-14,11.0,19.9,3825.0,43425.0,25.3,45.7,8808.3,42065.0,11.23,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Juniata,2021-09-14,8.0,9.0,2465.0,24763.0,32.3,36.3,9954.4,42067.0,13.47,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Lackawanna,2021-09-14,62.0,56.9,20392.0,209674.0,29.6,27.1,9725.6,42069.0,8.48,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Lancaster,2021-09-14,144.0,208.4,62776.0,545724.0,26.4,38.2,11503.3,42071.0,11.21,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Lawrence,2021-09-14,27.0,39.9,9098.0,85512.0,31.6,46.6,10639.4,42073.0,12.23,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Lebanon,2021-09-14,57.0,70.6,18289.0,141793.0,40.2,49.8,12898.4,42075.0,13.89,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Lehigh,2021-09-14,110.0,127.3,44683.0,369318.0,29.8,34.5,12098.8,42077.0,10.63,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Luzerne,2021-09-14,106.0,109.9,35641.0,317417.0,33.4,34.6,11228.4,42079.0,10.79,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Lycoming,2021-09-14,31.0,55.9,13537.0,113299.0,27.4,49.3,11948.0,42081.0,12.12,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
McKean,2021-09-14,12.0,11.1,4149.0,40625.0,29.5,27.4,10212.9,42083.0,15.96,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Mercer,2021-09-14,42.0,54.3,11230.0,109424.0,38.4,49.6,10262.8,42085.0,13.66,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Mifflin,2021-09-14,24.0,20.6,5950.0,46138.0,52.0,44.6,12896.1,42087.0,11.79,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Monroe,2021-09-14,60.0,80.1,17224.0,170271.0,35.2,47.1,10115.6,42089.0,13.78,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Montgomery,2021-09-14,232.0,185.6,78573.0,830915.0,27.9,22.3,9456.2,42091.0,5.54,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Montour,2021-09-14,6.0,6.6,2210.0,18230.0,32.9,36.0,12122.9,42093.0,8.23,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Northampton,2021-09-14,116.0,124.4,40771.0,305285.0,38.0,40.8,13355.1,42095.0,10.81,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Northumberland,2021-09-14,40.0,41.4,10943.0,90843.0,44.0,45.6,12046.1,42097.0,10.66,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Perry,2021-09-14,12.0,19.1,4446.0,46272.0,25.9,41.4,9608.4,42099.0,12.75,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Philadelphia,2021-09-14,403.0,311.3,172391.0,1584064.0,25.4,19.7,10882.8,42101.0,5.33,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Pike,2021-09-14,15.0,17.3,4621.0,55809.0,26.9,31.0,8280.0,42103.0,12.62,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Potter,2021-09-14,9.0,5.1,1378.0,16526.0,54.5,31.1,8338.4,42105.0,8.93,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Schuylkill,2021-09-14,53.0,57.6,16526.0,141359.0,37.5,40.7,11690.8,42107.0,13.28,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Snyder,2021-09-14,13.0,14.6,4083.0,40372.0,32.2,36.1,10113.4,42109.0,7.33,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Somerset,2021-09-14,33.0,38.6,9039.0,73447.0,44.9,52.5,12306.8,42111.0,9.87,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
Sullivan,2021-09-14,2.0,2.9,506.0,6066.0,33.0,47.1,8341.6,42113.0,5.26,high,18433265,15776966,9066932,70.8,7226149,56.4,0.0,0.0
