Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,FIPS,percent_test_results_reported_positive_last_7_days,community_transmission_level,Distributed,Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Additional_Doses,Additional_Doses_Vax_Pct
Dauphin,2021-10-25,95.0,90.1,34966.0,278299.0,34.1,32.4,12564.2,42043.0,13.06,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Delaware,2021-10-25,122.0,105.6,62423.0,566747.0,21.5,18.6,11014.3,42045.0,4.61,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Elk,2021-10-25,32.0,20.1,4147.0,29910.0,107.0,67.3,13864.9,42047.0,10.88,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Erie,2021-10-25,100.0,120.7,29256.0,269728.0,37.1,44.8,10846.5,42049.0,12.43,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Fayette,2021-10-25,88.0,66.0,17860.0,129274.0,68.1,51.1,13815.6,42051.0,10.81,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Forest,2021-10-25,3.0,1.6,1585.0,7247.0,41.4,21.7,21871.1,42053.0,3.42,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Franklin,2021-10-25,87.0,49.6,21813.0,155027.0,56.1,32.0,14070.5,42055.0,10.84,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Fulton,2021-10-25,13.0,10.4,2251.0,14530.0,89.5,71.8,15492.1,42057.0,8.24,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Greene,2021-10-25,26.0,20.9,4870.0,36233.0,71.8,57.6,13440.8,42059.0,8.33,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Huntingdon,2021-10-25,18.0,15.9,6945.0,45144.0,39.9,35.1,15384.1,42061.0,8.08,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Indiana,2021-10-25,51.0,40.7,9017.0,84073.0,60.7,48.4,10725.2,42063.0,10.87,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Jefferson,2021-10-25,28.0,24.3,4943.0,43425.0,64.5,55.9,11382.8,42065.0,16.81,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Juniata,2021-10-25,8.0,8.7,2911.0,24763.0,32.3,35.2,11755.4,42067.0,10.71,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Lackawanna,2021-10-25,26.0,37.3,22820.0,209674.0,12.4,17.8,10883.6,42069.0,7.2,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Lancaster,2021-10-25,128.0,177.1,71570.0,545724.0,23.5,32.5,13114.7,42071.0,11.88,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Lawrence,2021-10-25,34.0,31.0,10816.0,85512.0,39.8,36.3,12648.5,42073.0,11.93,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Lebanon,2021-10-25,42.0,45.3,20702.0,141793.0,29.6,31.9,14600.2,42075.0,13.18,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Lehigh,2021-10-25,57.0,72.6,48579.0,369318.0,15.4,19.7,13153.7,42077.0,8.14,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Luzerne,2021-10-25,69.0,110.6,40937.0,317417.0,21.7,34.8,12896.9,42079.0,11.48,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Lycoming,2021-10-25,53.0,73.7,16457.0,113299.0,46.8,65.1,14525.3,42081.0,14.7,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
McKean,2021-10-25,24.0,22.3,5158.0,40625.0,59.1,54.9,12696.6,42083.0,20.34,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Mercer,2021-10-25,48.0,46.6,13711.0,109424.0,43.9,42.6,12530.2,42085.0,14.62,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Mifflin,2021-10-25,11.0,28.4,7266.0,46138.0,23.8,61.6,15748.4,42087.0,11.27,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Monroe,2021-10-25,36.0,43.1,19661.0,170271.0,21.1,25.3,11546.9,42089.0,11.65,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Montgomery,2021-10-25,126.0,166.3,85744.0,830915.0,15.2,20.0,10319.2,42091.0,5.4,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Montour,2021-10-25,7.0,7.3,2545.0,18230.0,38.4,40.0,13960.5,42093.0,12.74,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Northampton,2021-10-25,86.0,74.4,44695.0,305285.0,28.2,24.4,14640.4,42095.0,8.74,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Northumberland,2021-10-25,26.0,41.6,12803.0,90843.0,28.6,45.8,14093.5,42097.0,13.89,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Perry,2021-10-25,11.0,14.7,5320.0,46272.0,23.8,31.8,11497.2,42099.0,13.82,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Philadelphia,2021-10-25,236.0,217.6,184116.0,1584064.0,14.9,13.7,11623.0,42101.0,3.4,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Pike,2021-10-25,7.0,16.0,5394.0,55809.0,12.5,28.7,9665.1,42103.0,12.15,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Potter,2021-10-25,9.0,6.6,1881.0,16526.0,54.5,39.8,11382.1,42105.0,12.01,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Schuylkill,2021-10-25,74.0,62.9,19239.0,141359.0,52.3,44.5,13610.0,42107.0,14.81,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Snyder,2021-10-25,14.0,15.0,4771.0,40372.0,34.7,37.2,11817.6,42109.0,9.78,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Somerset,2021-10-25,40.0,33.4,10597.0,73447.0,54.5,45.5,14428.1,42111.0,7.81,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Sullivan,2021-10-25,0.0,1.3,585.0,6066.0,0.0,21.2,9643.9,42113.0,7.65,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Susquehanna,2021-10-25,31.0,17.7,3688.0,40328.0,76.9,43.9,9145.0,42115.0,18.28,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Tioga,2021-10-25,9.0,20.3,4539.0,40591.0,22.2,50.0,11182.3,42117.0,19.42,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Union,2021-10-25,31.0,29.1,7448.0,44923.0,69.0,64.9,16579.5,42119.0,10.3,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Venango,2021-10-25,31.0,35.9,6371.0,50668.0,61.2,70.8,12574.0,42121.0,17.71,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Warren,2021-10-25,38.0,27.9,3999.0,39191.0,97.0,71.1,10203.9,42123.0,20.5,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Washington,2021-10-25,107.0,86.6,25608.0,206865.0,51.7,41.8,12379.1,42125.0,9.97,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Wayne,2021-10-25,25.0,18.4,5694.0,51361.0,48.7,35.9,11086.2,42127.0,7.7,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Westmoreland,2021-10-25,181.0,140.1,45274.0,348899.0,51.9,40.2,12976.2,42129.0,9.31,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Wyoming,2021-10-25,7.0,7.4,2763.0,26794.0,26.1,27.7,10312.0,42131.0,14.47,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
York,2021-10-25,136.0,203.7,62649.0,449058.0,30.3,45.4,13951.2,42133.0,15.21,high,20443185,17265727,9797149,76.5,7697728,60.1,350773.0,4.6
Adams,2021-12-21,543.0,156.3,16829.0,103009.0,527.1,151.7,16337.4,42001.0,18.21,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Allegheny,2021-12-21,516.0,589.3,164770.0,1216045.0,42.4,48.5,13549.7,42003.0,10.95,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Armstrong,2021-12-21,43.0,37.3,11528.0,64735.0,66.4,57.6,17808.0,42005.0,21.99,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Beaver,2021-12-21,66.0,96.0,28748.0,163929.0,40.3,58.6,17536.9,42007.0,14.92,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Bedford,2021-12-21,27.0,32.3,8485.0,47888.0,56.4,67.4,17718.4,42009.0,18.24,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Berks,2021-12-21,338.0,308.7,72058.0,421164.0,80.3,73.3,17109.2,42011.0,18.58,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Blair,2021-12-21,54.0,62.3,22531.0,121829.0,44.3,51.1,18494.0,42013.0,11.77,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Bradford,2021-12-21,38.0,37.4,10294.0,60323.0,63.0,62.0,17064.8,42015.0,14.81,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Bucks,2021-12-21,498.0,358.4,86237.0,628270.0,79.3,57.1,13726.1,42017.0,10.79,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Butler,2021-12-21,94.0,82.3,31468.0,187853.0,50.0,43.8,16751.4,42019.0,14.95,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Cambria,2021-12-21,72.0,70.3,24622.0,130192.0,55.3,54.0,18912.1,42021.0,10.5,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Cameron,2021-12-21,2.0,1.7,635.0,4447.0,45.0,38.5,14279.3,42023.0,10.39,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Carbon,2021-12-21,31.0,53.9,11231.0,64182.0,48.3,83.9,17498.7,42025.0,16.75,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Centre,2021-12-21,110.0,96.7,24798.0,162385.0,67.7,59.6,15271.1,42027.0,11.01,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Chester,2021-12-21,423.0,327.6,61634.0,524989.0,80.6,62.4,11740.1,42029.0,10.95,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Clarion,2021-12-21,13.0,12.0,6396.0,38438.0,33.8,31.2,16639.8,42031.0,9.91,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Clearfield,2021-12-21,54.0,52.4,14047.0,79255.0,68.1,66.2,17723.8,42033.0,13.43,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Clinton,2021-12-21,13.0,16.9,6561.0,38632.0,33.7,43.6,16983.3,42035.0,11.57,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Columbia,2021-12-21,38.0,46.1,10497.0,64964.0,58.5,71.0,16158.2,42037.0,20.66,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Crawford,2021-12-21,49.0,41.1,14648.0,84629.0,57.9,48.6,17308.5,42039.0,21.21,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Cumberland,2021-12-21,283.0,164.3,34950.0,253370.0,111.7,64.8,13794.1,42041.0,14.21,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Dauphin,2021-12-21,157.0,156.3,41595.0,278299.0,56.4,56.2,14946.2,42043.0,17.28,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Delaware,2021-12-21,435.0,326.4,71872.0,566747.0,76.8,57.6,12681.5,42045.0,10.86,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Elk,2021-12-21,15.0,15.7,5210.0,29910.0,50.2,52.5,17418.9,42047.0,10.57,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Erie,2021-12-21,99.0,123.7,39685.0,269728.0,36.7,45.9,14713.0,42049.0,13.51,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Fayette,2021-12-21,51.0,66.4,22337.0,129274.0,39.5,51.4,17278.8,42051.0,13.71,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Forest,2021-12-21,1.0,3.9,1844.0,7247.0,13.8,53.2,25445.0,42053.0,9.59,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Franklin,2021-12-21,766.0,263.1,27596.0,155027.0,494.1,169.7,17800.8,42055.0,18.88,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Fulton,2021-12-21,27.0,18.9,3030.0,14530.0,185.8,129.8,20853.4,42057.0,11.91,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Greene,2021-12-21,14.0,15.7,6179.0,36233.0,38.6,43.4,17053.5,42059.0,7.86,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Huntingdon,2021-12-21,27.0,24.7,8253.0,45144.0,59.8,54.7,18281.5,42061.0,7.14,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Indiana,2021-12-21,36.0,37.0,12052.0,84073.0,42.8,44.0,14335.2,42063.0,10.91,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Jefferson,2021-12-21,12.0,19.0,6719.0,43425.0,27.6,43.8,15472.7,42065.0,12.6,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Juniata,2021-12-21,17.0,12.6,3711.0,24763.0,68.7,50.8,14986.1,42067.0,12.86,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Lackawanna,2021-12-21,150.0,119.4,28124.0,209674.0,71.5,57.0,13413.2,42069.0,15.71,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Lancaster,2021-12-21,459.0,344.3,86217.0,545724.0,84.1,63.1,15798.6,42071.0,16.78,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Lawrence,2021-12-21,41.0,48.1,13969.0,85512.0,47.9,56.3,16335.7,42073.0,15.81,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Lebanon,2021-12-21,258.0,140.3,25682.0,141793.0,182.0,98.9,18112.3,42075.0,23.12,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Lehigh,2021-12-21,288.0,271.6,59274.0,369318.0,78.0,73.5,16049.6,42077.0,17.84,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Luzerne,2021-12-21,216.0,190.4,50724.0,317417.0,68.0,60.0,15980.2,42079.0,15.31,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Lycoming,2021-12-21,53.0,52.4,21136.0,113299.0,46.8,46.3,18655.1,42081.0,11.84,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
McKean,2021-12-21,21.0,13.3,6223.0,40625.0,51.7,32.7,15318.2,42083.0,15.8,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Mercer,2021-12-21,38.0,62.3,17557.0,109424.0,34.7,56.9,16044.9,42085.0,18.37,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Mifflin,2021-12-21,48.0,31.6,8964.0,46138.0,104.0,68.4,19428.7,42087.0,18.22,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Monroe,2021-12-21,95.0,110.3,24288.0,170271.0,55.8,64.8,14264.3,42089.0,17.32,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Montgomery,2021-12-21,525.0,457.9,101855.0,830915.0,63.2,55.1,12258.2,42091.0,10.19,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Montour,2021-12-21,10.0,16.4,3131.0,18230.0,54.9,90.1,17175.0,42093.0,16.03,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Northampton,2021-12-21,277.0,293.6,54648.0,305285.0,90.7,96.2,17900.7,42095.0,17.45,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Northumberland,2021-12-21,68.0,60.0,16501.0,90843.0,74.9,66.0,18164.3,42097.0,18.75,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Perry,2021-12-21,33.0,23.3,6593.0,46272.0,71.3,50.3,14248.4,42099.0,19.51,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Philadelphia,2021-12-21,1335.0,854.4,206724.0,1584064.0,84.3,53.9,13050.2,42101.0,8.8,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Pike,2021-12-21,32.0,34.3,6785.0,55809.0,57.3,61.4,12157.5,42103.0,17.53,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Potter,2021-12-21,4.0,5.6,2541.0,16526.0,24.2,33.7,15375.8,42105.0,14.17,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Schuylkill,2021-12-21,103.0,111.3,25161.0,141359.0,72.9,78.7,17799.4,42107.0,22.39,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Snyder,2021-12-21,32.0,28.3,6013.0,40372.0,79.3,70.1,14894.0,42109.0,15.62,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Somerset,2021-12-21,45.0,49.4,13552.0,73447.0,61.3,67.3,18451.4,42111.0,10.99,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Sullivan,2021-12-21,2.0,3.3,769.0,6066.0,33.0,54.2,12677.2,42113.0,9.22,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Susquehanna,2021-12-21,55.0,34.3,5444.0,40328.0,136.4,85.0,13499.3,42115.0,23.09,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Tioga,2021-12-21,28.0,18.9,6055.0,40591.0,69.0,46.5,14917.1,42117.0,17.56,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Union,2021-12-21,26.0,23.4,8726.0,44923.0,57.9,52.2,19424.3,42119.0,10.47,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Venango,2021-12-21,11.0,20.9,8828.0,50668.0,21.7,41.2,17423.2,42121.0,17.94,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Warren,2021-12-21,21.0,15.3,5513.0,39191.0,53.6,39.0,14067.0,42123.0,10.69,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Washington,2021-12-21,90.0,125.4,33383.0,206865.0,43.5,60.6,16137.6,42125.0,14.25,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Wayne,2021-12-21,26.0,28.4,7229.0,51361.0,50.6,55.4,14074.9,42127.0,14.78,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Westmoreland,2021-12-21,143.0,185.3,56965.0,348899.0,41.0,53.1,16327.1,42129.0,14.47,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Wyoming,2021-12-21,19.0,14.3,3637.0,26794.0,70.9,53.3,13573.9,42131.0,22.02,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
York,2021-12-21,1287.0,561.4,79981.0,449058.0,286.6,125.0,17810.8,42133.0,21.52,high,25091705,19623961,9842438,76.9,8102895,63.3,2378305.0,29.4
Adams,2021-09-23,48.0,47.7,11798.0,103009.0,46.6,46.3,11453.4,42001.0,12.77,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Allegheny,2021-09-23,350.0,402.4,119669.0,1216045.0,28.8,33.1,9840.8,42003.0,6.46,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Armstrong,2021-09-23,37.0,42.0,7418.0,64735.0,57.2,64.9,11459.0,42005.0,16.85,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Beaver,2021-09-23,110.0,106.4,19215.0,163929.0,67.1,64.9,11721.5,42007.0,11.74,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Bedford,2021-09-23,68.0,41.4,5817.0,47888.0,142.0,86.5,12147.1,42009.0,17.51,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Berks,2021-09-23,133.0,129.0,54432.0,421164.0,31.6,30.6,12924.2,42011.0,9.62,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Blair,2021-09-23,77.0,51.4,15281.0,121829.0,63.2,42.2,12543.0,42013.0,8.45,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Bradford,2021-09-23,35.0,24.0,6833.0,60323.0,58.0,39.8,11327.4,42015.0,12.33,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Bucks,2021-09-23,173.0,140.1,68629.0,628270.0,27.5,22.3,10923.5,42017.0,6.6,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Butler,2021-09-23,121.0,113.7,21879.0,187853.0,64.4,60.5,11646.9,42019.0,11.84,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Cambria,2021-09-23,93.0,72.6,17090.0,130192.0,71.4,55.7,13126.8,42021.0,9.7,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Cameron,2021-09-23,8.0,4.7,403.0,4447.0,179.9,106.0,9062.3,42023.0,24.72,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Carbon,2021-09-23,44.0,37.4,7683.0,64182.0,68.6,58.3,11970.6,42025.0,11.9,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Centre,2021-09-23,72.0,57.9,19375.0,162385.0,44.3,35.6,11931.5,42027.0,8.21,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Chester,2021-09-23,138.0,119.4,47110.0,524989.0,26.3,22.7,8973.5,42029.0,6.23,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Clarion,2021-09-23,30.0,28.1,3900.0,38438.0,78.0,73.2,10146.2,42031.0,12.85,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Clearfield,2021-09-23,41.0,32.9,10056.0,79255.0,51.7,41.5,12688.2,42033.0,6.23,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Clinton,2021-09-23,14.0,18.4,4269.0,38632.0,36.2,47.7,11050.4,42035.0,8.68,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Columbia,2021-09-23,30.0,28.6,6936.0,64964.0,46.2,44.0,10676.7,42037.0,12.61,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Crawford,2021-09-23,64.0,58.0,9370.0,84629.0,75.6,68.5,11071.9,42039.0,26.51,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Cumberland,2021-09-23,115.0,99.4,24889.0,253370.0,45.4,39.2,9823.2,42041.0,10.27,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Dauphin,2021-09-23,108.0,117.4,31150.0,278299.0,38.8,42.2,11193.0,42043.0,12.72,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Delaware,2021-09-23,86.0,96.4,58961.0,566747.0,15.2,17.0,10403.4,42045.0,5.07,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Elk,2021-09-23,22.0,15.4,3516.0,29910.0,73.6,51.6,11755.3,42047.0,15.19,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Erie,2021-09-23,128.0,116.6,25041.0,269728.0,47.5,43.2,9283.8,42049.0,11.05,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Fayette,2021-09-23,85.0,69.3,15510.0,129274.0,65.8,53.6,11997.8,42051.0,7.75,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Forest,2021-09-23,3.0,1.9,1506.0,7247.0,41.4,25.6,20781.0,42053.0,4.75,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Franklin,2021-09-23,102.0,101.1,19339.0,155027.0,65.8,65.2,12474.6,42055.0,15.85,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Fulton,2021-09-23,19.0,13.7,1863.0,14530.0,130.8,94.4,12821.7,42057.0,12.78,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Greene,2021-09-23,31.0,25.3,4162.0,36233.0,85.6,69.8,11486.8,42059.0,6.91,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Huntingdon,2021-09-23,41.0,23.9,6106.0,45144.0,90.8,52.8,13525.6,42061.0,10.58,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Indiana,2021-09-23,42.0,42.3,7838.0,84073.0,50.0,50.3,9322.9,42063.0,10.06,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Jefferson,2021-09-23,14.0,20.3,4035.0,43425.0,32.2,46.7,9291.9,42065.0,10.78,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Juniata,2021-09-23,8.0,12.1,2575.0,24763.0,32.3,49.0,10398.6,42067.0,10.56,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Lackawanna,2021-09-23,76.0,62.7,20978.0,209674.0,36.2,29.9,10005.1,42069.0,7.62,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Lancaster,2021-09-23,265.0,228.9,64913.0,545724.0,48.6,41.9,11894.8,42071.0,10.9,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Lawrence,2021-09-23,38.0,46.4,9537.0,85512.0,44.4,54.3,11152.8,42073.0,12.77,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Lebanon,2021-09-23,58.0,59.6,18888.0,141793.0,40.9,42.0,13320.8,42075.0,13.74,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Lehigh,2021-09-23,125.0,117.7,45826.0,369318.0,33.8,31.9,12408.3,42077.0,9.06,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Luzerne,2021-09-23,148.0,113.9,36706.0,317417.0,46.6,35.9,11564.0,42079.0,10.38,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Lycoming,2021-09-23,69.0,71.4,14202.0,113299.0,60.9,63.0,12535.0,42081.0,13.27,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
McKean,2021-09-23,35.0,19.0,4332.0,40625.0,86.2,46.8,10663.4,42083.0,16.25,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Mercer,2021-09-23,70.0,62.1,11855.0,109424.0,64.0,56.8,10834.0,42085.0,14.07,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Mifflin,2021-09-23,40.0,26.9,6208.0,46138.0,86.7,58.2,13455.3,42087.0,11.61,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
Monroe,2021-09-23,58.0,68.6,17905.0,170271.0,34.1,40.3,10515.6,42089.0,12.94,high,19061995,16014184,9182757,71.7,7339324,57.3,0.0,0.0
